example1_x	example1_y	example2_x	example2_y	example3_x	example3_y	example4_x	example4_y	example5_x	example5_y	example6_x	example6_y	example7_x	example7_y	example8_x	example8_y	example9_x	example9_y	example10_x	example10_y	example11_x	example11_y	example12_x	example12_y	example13_x	example13_y
44.59021258	22.03401164	79.66426228	73.93230972	82.03390848	62.68186979	81.7949	60.2564	77.75641893	51.15177033	80.24025095	70.35430896	78.46460344	69.74930082	86.85370735	65.54332402	85.32420289	55.38857883	78.75723614	53.33262001	89.49420056	62.23432697	72.99818627	59.66564471	74.11423087	71.92636352
39.08961455	70.46619408	88.43210253	64.624247	81.57794592	63.8949255	83.3333	55.2564	77.95443505	50.47557897	70.94684907	50.47270179	76.74568485	70.04405726	79.8065313	52.72317979	84.0905076	56.30196801	82.54023959	56.54105229	89.50012405	53.21633062	74.81213123	57.58988376	68.94207546	62.63515058
42.22937838	19.91406841	89.11555901	64.00150664	85.18014328	53.78167666	85.1282	51.4103	77.08333777	52.15779927	88.66266381	50.45532602	85.16168219	65.51240471	76.98827347	54.2027848	86.25622382	55.83093038	86.43589719	59.79276181	89.49024625	48.89079655	73.02730502	46.27418787	73.24200233	67.35327113
37.00038714	60.26427925	89.09219763	57.76819305	84.28682499	57.25616809	86.4103	47.5641	76.06355025	52.10465206	84.40595283	50.49486589	91.80835257	34.96559448	79.4793575	49.14101545	92.54879332	42.90190791	79.48868442	53.65167426	89.49778562	46.62990667	77.06711193	51.48691819	71.86701316	34.32915759
39.05208648	70.65250285	91.72600577	52.62335326	85.62248671	45.02416586	87.9487	46.0256	77.68201632	51.16563781	75.98710471	50.49196696	91.88744859	34.76925386	82.30415956	46.99090362	90.34263451	37.7803861	81.53042032	56.02536457	89.50485113	48.42340816	75.01713687	46.62244265	71.56918885	34.69921861
37.48841474	60.81440485	91.73553876	48.97021089	85.60449902	50.76233791	89.4872	42.5641	76.87808198	51.8675623	91.11208542	50.48938939	92.24840166	32.37715443	90.70069125	41.46670301	85.8191629	37.57138618	79.18678857	53.23479185	89.50105265	43.3473437	76.66530773	38.44025097	71.48290969	34.68051699
69.35955946	65.5213546	91.50788817	53.31265209	84.42478583	38.76141016	93.3333	39.8718	76.94850272	51.90751654	98.28812327	30.60391937	91.78253274	34.38429465	95.44348781	36.18970161	90.44181811	40.13311342	77.89905795	51.82245833	89.48884125	40.62509122	77.91587423	45.92684338	78.12852205	23.13923184
43.54277593	62.46031128	88.2390019	31.47743488	85.57098508	44.56009644	95.3846	36.7949	77.86405471	49.66254553	95.06527484	30.50040287	96.08051937	28.0536005	94.99748805	35.09530111	92.01755908	39.91793113	75.13071421	23.37244197	89.50162353	45.81517919	73.74204608	39.12098532	78.78982525	25.59719335
39.81123025	65.33483281	88.5305192	30.47603101	84.6267242	39.48707751	98.2051	33.718	75.77145009	17.11125121	95.24923396	30.45945421	92.24789883	28.07075149	91.51784725	36.89026313	95.26052784	46.00883027	76.05801375	16.38374969	89.49752966	33.90137267	75.32981579	32.83035192	77.7815468	23.44721447
70.06892594	7.593465609	55.36516034	30.44585028	73.39615493	22.81624794	56.6667	40.641	52.33156913	51.87886035	49.65612629	50.43131987	57.66227662	24.06060793	62.29264219	40.02953331	41.2902998	42.31155241	57.61467439	33.82244765	50.43909202	37.6707718	63.41043551	38.37773561	48.53062937	34.15245001
70.04054358	77.1438066	62.56025887	30.44713567	73.50744773	22.85698876	59.2308	38.3333	52.59281837	51.39159152	63.01860093	30.49258193	59.84692489	26.17771249	59.20347561	41.27067767	66.43132432	36.53610974	56.17139753	32.11798877	50.17985013	36.80755934	68.85648667	43.08414721	65.53078147	42.2810847
39.50578908	74.85162722	58.00666912	30.2537213	63.35648811	17.72406884	60.7692	33.718	50.47704772	17.04828941	70.5382006	30.48355825	64.06709621	27.77650056	65.25639277	32.85410412	63.98634689	32.71343161	66.2878906	26.11710975	69.50507067	33.7401525	66.33778505	33.30651	70.11803414	36.44818479
62.51689085	66.48473224	55.06711799	29.0115352	72.95904687	22.51149983	63.0769	29.1026	75.29647509	17.01565319	70.08686977	30.51004482	60.9815014	23.93429816	62.4447425	35.41499923	61.26968209	29.38572405	67.88171962	24.23601841	69.57986705	21.93523675	64.2037185	26.6441143	70.47226261	36.08805306
72.13992541	0.015119325	61.61477596	29.99439119	64.02084165	17.88358125	64.1026	25.2564	75.57395413	17.06219214	62.68569044	30.54642456	59.96705791	26.80258322	72.46240629	27.62426383	60.74938919	28.05173634	64.0280813	27.67268551	69.50647195	22.72866287	64.49863483	22.86350133	76.79113007	28.07200817
45.25157607	70.00342132	68.54314354	35.65783217	61.12446324	17.11635336	64.359	24.1026	75.40052716	17.04110689	69.23941796	30.50600524	62.70745411	21.99550858	69.91942626	29.31109272	64.65523056	16.61227651	77.49665175	14.94852356	69.49947887	16.33746998	68.89099061	27.29620567	72.40935459	33.03925697
42.06330456	2.335196612	77.70610965	20.30426019	75.67420733	24.78250097	74.359	22.9487	75.87099084	17.13489391	80.40023368	30.48500637	69.1952352	22.70979217	77.76285908	23.49137356	68.63828071	18.5080129	77.63465176	14.46185393	69.50026475	27.13602399	72.37152334	21.96163975	76.27129982	25.56954415
36.35569515	6.00584865	68.453046	13.03552859	69.51358316	20.27935789	71.2821	22.9487	75.60588476	17.06772306	74.64787823	30.67386286	65.59236265	20.6941731	72.7784102	26.90053537	65.77666516	16.78765607	77.86372643	14.61067765	69.50415652	23.6689181	69.76542497	19.99985045	76.95325914	27.77061074
30.39182766	42.75961287	68.25720644	12.38463915	58.57213547	16.64270381	67.9487	22.1795	75.89557705	17.16994971	65.99527272	30.47502419	64.61709853	22.44314555	65.19831667	33.02717179	71.13412634	19.38595753	77.33815817	15.89005466	69.53227958	21.85090082	68.62131244	18.91567644	75.10773009	30.01698342
36.44900385	50.54626907	70.25547467	13.25038497	70.98194099	21.1458881	65.8974	20.2564	75.7465632	17.10571651	67.088559	30.49452395	59.19115913	17.76790181	69.45985889	30.19703151	63.7231835	14.5214212	76.18041653	15.91257375	69.50011149	11.79162601	64.29773717	20.42874969	75.9692852	29.03886538
40.467576	60.02751209	65.04432528	11.00084148	65.2230304	18.39719512	63.0769	19.1026	75.14234148	16.75492389	59.85257703	10.54318778	55.83963137	21.61856967	59.31505552	12.35431367	73.00149407	24.07381254	77.25265109	15.15151702	69.50481542	15.61435826	66.69926509	18.59108534	75.28388701	24.87475317
81.7246168	6.037544846	60.09224661	11.87211171	65.31504391	18.3337483	61.2821	19.1026	50.66177956	17.07814052	53.74899007	10.52257453	59.00075862	21.17100749	51.48771336	20.84361069	72.4366575	20.57834511	77.41337528	15.22192798	69.50347452	17.16908977	67.54452768	16.44793813	77.05224064	27.90563909
48.8231975	76.63533058	52.99202897	9.906668483	64.01024068	17.92447819	58.7179	18.3333	50.69985064	17.08518438	58.23909552	10.49489903	56.45937113	25.14456421	57.11244755	15.32178517	68.41276712	19.91312654	76.7318494	16.21684614	50.37740199	16.50601506	63.94695198	18.69284545	42.82675634	25.55695941
35.62056177	57.28601558	50.14462898	12.21154309	57.14093593	16.59861054	55.1282	18.3333	50.91894087	17.14760476	54.8103005	10.72492928	52.35810536	19.41705412	50.22441782	19.17096988	52.85831502	20.235061	49.47110541	25.06301931	50.33942548	18.72345069	64.38819207	15.77281228	42.08066069	24.94652645
50.58396311	71.8066161	46.50861419	11.20713449	56.36515326	16.32654637	52.3077	18.3333	50.72525854	16.90746981	52.97671232	10.85949028	51.81166378	17.0334946	50.43386119	18.53487085	53.52995267	24.24191558	42.47653994	18.33847356	50.0936501	11.60771342	65.57004569	23.76575822	39.87830465	18.32492922
61.85646511	71.79274316	43.80703196	11.31894489	43.04618324	18.40255939	49.7436	17.5641	51.26387123	17.16234971	52.20389393	10.49563692	54.22284562	19.50366554	56.3803054	14.78845971	50.75974105	18.0893946	43.59511586	19.99420098	49.93412717	22.25613974	38.40283688	19.04685867	36.47549917	17.71894779
39.32375603	59.30081967	57.81785469	10.94514243	52.08175556	16.45387453	47.4359	16.0256	51.25091965	17.24045586	50.74516224	10.52490557	49.0187554	23.48927402	54.8635046	14.00961192	42.53480844	10.16986846	50.33996967	26.47139661	50.28881861	13.43641047	37.83236002	14.46948945	37.10307364	15.44561165
42.18567914	66.03489782	50.94049266	9.691547134	42.87903652	18.48941103	44.8718	13.718	50.78515721	17.18019648	42.71319362	10.48754724	35.6535812	17.51450806	45.49985765	3.985426293	41.53039785	13.39629075	40.74898026	16.18214166	50.28799443	12.87228221	36.90416117	13.58381575	34.14896821	13.52386987
30.84691899	37.3416401	63.49732308	11.91406917	51.5669948	16.48571364	48.7179	14.8718	50.50139658	17.10577072	45.31722551	10.49587339	46.96578576	16.78920162	49.93674531	21.59009692	46.71451799	15.61327447	38.38652558	14.58021515	50.2347207	20.40447292	36.28614305	17.10577073	37.57942191	15.01589013
29.34620043	42.14874183	50.01648295	11.93385209	58.83912512	16.63763522	51.2821	14.8718	50.73367454	16.99296341	53.11691504	10.5068606	49.58423926	16.75791601	53.80987292	17.76641445	48.45061765	16.21227822	38.40401521	14.45194845	50.27970164	15.60873757	62.78663259	13.9189931	41.06430579	12.21446893
82.11055798	1.210551663	58.63676508	11.97472107	60.75578914	17.03323151	54.1026	14.8718	50.71137854	17.08831585	57.04980182	10.50813694	51.85629997	21.96908401	59.85267828	9.039949921	59.63261012	7.058037199	38.76427889	14.36559047	50.25300672	11.30208425	66.81767922	11.41249716	42.19526615	20.91937219
38.30200581	60.01778579	54.73028909	11.41288267	54.76115612	16.3661891	56.1538	14.1026	50.8127449	16.57271805	54.85463095	10.46391519	55.95288863	16.7897576	48.17565679	19.52121535	61.61856825	13.41082272	41.47014233	17.27803344	50.47414112	12.46199667	66.75502141	18.08530514	36.60557824	15.74887589
56.58415302	70.51251481	65.8755478	11.73243636	53.569905	16.33971255	52.0513	12.5641	51.01423296	17.22109553	54.92484256	10.49833194	51.66378626	19.9251252	50.74171907	17.83840561	48.83398913	17.72595587	47.15540481	22.37793253	50.10843997	18.25904434	65.41552839	10.46351221	39.43116121	19.32384075
33.33937429	0.509106735	57.06098271	9.920560854	48.91461824	16.79863708	48.7179	11.0256	50.35352141	17.06474308	63.30955403	10.48881424	45.85966932	17.12890368	58.4597613	14.14866285	45.34265319	13.90881239	39.58256675	17.64845284	49.91905825	3.716853886	36.94633144	13.5143775	37.56207634	11.9284457
78.77423904	35.48410121	46.81990795	10.49465268	52.64613731	16.38483638	47.1795	9.8718	50.43552957	17.0651685	49.74949841	10.48580291	39.74037952	18.74105141	50.11459752	1.741461713	42.41501229	11.6937811	41.74024382	17.82932431	50.08366451	10.2358819	37.82543474	9.601034295	34.23811004	13.71315823
27.92264424	25.98687818	38.35939487	13.43132262	49.83849299	16.67633028	46.1538	6.0256	50.63098196	17.07652235	41.16931042	10.49730024	52.81122164	17.85498812	45.42038208	5.372408995	58.93476506	9.369201219	39.31187189	15.64071697	50.35226084	12.46860053	36.72283794	9.333302107	34.14094104	4.57766135
71.69786512	10.86814451	47.31541578	12.85345178	52.6840664	16.40796278	50.5128	9.4872	51.0668072	17.20885971	46.6883405	10.50753214	56.78910436	17.30611552	51.3532682	0.303872421	60.68362604	10.63264156	41.67984769	17.74591901	50.49757224	7.409625234	67.07332178	6.049214582	36.6592677	17.68196446
74.13833139	49.17391898	55.05191654	11.94998862	65.80721903	18.14076495	53.8462	10.2564	50.79235473	17.20421434	52.41892192	10.49590636	54.11453178	17.67353439	53.09170442	19.29003045	54.81179837	6.569648703	39.08746445	15.12230394	50.01630583	16.25368479	64.60181811	12.00191696	40.64371928	20.24086137
32.57902007	1.808115597	50.51596026	9.765591622	60.67392092	17.05180236	57.4359	10.2564	50.55127806	17.08465518	50.87848838	10.50308987	55.57111973	17.36957458	58.94316654	11.61287779	61.58684243	11.02758584	41.48150286	18.04743744	50.46822122	13.35670246	65.43728218	15.54538608	36.79248159	13.39213473
59.83218542	69.15250814	49.67741465	10.38313251	63.39471287	17.70053514	60	10.641	50.55975806	17.09388377	57.05330614	10.51406924	65.3064625	18.19735483	59.31099042	10.57213637	59.71600776	11.51909686	77.60608655	15.16287254	69.55067898	9.032987569	67.00402238	15.34582664	75.94830064	22.74479591
35.03062855	12.53664934	67.28065952	14.12865153	64.80200945	18.21687863	64.1026	10.641	75.32597855	15.77189199	70.78645116	10.51369504	66.99074915	17.22287065	68.22219866	1.133880366	58.41638401	5.645777483	75.98266152	16.30692238	69.51867275	15.18048643	66.72419207	5.249805481	76.84069247	20.91854722
74.30011983	42.47709459	66.17301826	12.03791702	65.02593981	18.2878245	66.9231	10.641	75.04472578	17.00426226	56.77214957	10.50327235	72.15671894	16.81427479	62.51177199	7.491232483	59.24380953	10.54014209	76.94575724	15.85847833	69.50345741	16.87831327	68.30761876	13.28091652	81.95047764	19.87455821
63.25019706	65.9524862	61.08854414	10.08453441	65.75555154	18.51621583	71.2821	10.641	75.28708772	16.17493491	75.47722202	10.51856804	70.9805804	17.15575228	69.38005636	1.488132333	56.59436464	8.917344045	77.54372007	15.25394915	69.49948683	10.20782668	68.76804828	13.52145655	81.64370569	16.59175998
34.17307376	25.69367431	66.05308577	13.38022601	69.96773412	20.53898878	74.359	10.641	75.23996998	17.03184749	76.76591215	10.49699906	72.22208221	19.3692817	82.80024787	18.52937624	68.49251322	17.98736343	77.58473984	15.83003939	69.52752968	9.992296666	74.16727175	5.349880873	84.61021978	14.2477619
40.91383193	38.55901955	72.66998927	15.23422594	68.89278402	20.03244884	78.2051	10.641	75.1524592	17.0049424	77.62104913	10.49587423	79.70015835	20.74021837	85.16033218	15.01836954	65.00594317	15.91266865	76.82230426	15.59516532	69.51909526	11.4226857	64.90035797	16.24525837	84.10287943	8.98065579
62.83329309	62.51089423	61.5034725	10.82841448	61.82654656	17.26965545	67.9487	8.718	75.96184009	16.69484223	65.41448705	10.68184013	64.24916065	14.91396246	67.0958477	0.601490942	63.92103671	15.62096103	77.34857166	15.77452924	69.56189943	15.99980379	68.76343355	8.700572944	80.18002545	19.08884413
42.47679238	56.73128997	68.99502863	13.99431053	60.78797008	17.04620486	68.4615	5.2564	75.44806251	17.04514941	69.9647805	10.50723293	66.94329143	20.1891325	62.30775057	5.749974719	53.51297054	5.875109528	77.57315269	14.78064583	69.50104452	5.955833539	66.81691392	12.27329434	80.57327299	8.365638902
52.03345628	64.56666203	78.24991617	17.88324091	61.91560964	17.28219122	68.2051	2.9487	75.75938382	16.94292965	64.96973826	10.48215951	66.94167666	18.24350939	59.97041505	7.913310474	57.83280627	9.222384623	77.97261068	14.95569875	69.52463598	2.73476017	67.30934665	0.21700627	79.00432686	10.62819777
48.90704296	74.28774883	36.48198057	15.16276009	45.02899753	17.7244473	37.6923	25.7692	50.3782623	16.94627981	38.05024078	30.40794603	39.64826665	22.73136637	39.91163517	32.14402261	31.03291744	28.92814189	41.52891976	24.91642519	30.49959371	26.08556157	34.73182931	19.60179507	40.04818647	24.26148793
59.85183839	72.95839097	50.96774838	29.67977429	39.92136281	19.70184953	39.4872	25.3846	50.53363501	17.01958137	42.22412022	30.49803716	37.94978369	26.52174923	39.59650098	32.13613173	31.33324409	32.53856948	43.7225508	19.0773278	30.48739171	19.77947037	33.67444215	26.09049021	34.79459354	13.96968346
48.9604602	72.62952573	91.19105361	46.67434284	84.79427788	55.56865037	91.2821	41.5385	77.50090732	50.16698595	87.69846429	50.48993653	86.50439056	34.89402529	95.5934164	33.2341294	86.40154985	38.74693317	79.32607818	52.90039129	89.50018047	31.97891744	75.62725502	37.12875195	79.22176444	22.09459148
46.84485517	36.79171369	55.86376849	85.33648676	55.66295874	83.35647962	50	95.7692	50.69112419	87.51396042	52.36033107	89.70431701	50.81548536	78.95083881	52.77228811	99.61347168	47.44211164	98.18430186	56.66397408	87.94012501	50.41027163	98.62836944	40.61012542	89.13623987	36.03087977	93.12173324
39.96302158	42.94491485	49.2805948	84.04882283	50.49224751	78.99753207	47.9487	95	49.99039495	83.99735692	51.40678679	89.71213855	51.18346666	85.12885465	53.17861445	98.60386119	46.26474134	94.11619216	57.82178923	90.69316655	50.32592439	94.99463085	39.11436645	96.48175132	34.49955831	86.60998505
66.704944	32.01509543	43.36850154	84.3321772	51.46710114	79.20184458	44.1026	92.6923	50.12718203	82.99075	43.58846847	89.74553655	40.86385523	82.9261453	37.62705346	93.06067295	40.16381574	87.44867235	58.2431719	92.10432787	50.1040315	95.08853802	34.58382893	89.58890199	31.10686656	89.46163524
